id1,id2,weight
id16,id2,1
id51,id2,1
id59,id2,1
id7,id4,1
id8,id4,1
id4,id6,1
id7,id6,1
id8,id6,1
id4,id7,1
id6,id7,1
id8,id7,1
id9,id7,1
id54,id7,1
id4,id8,1
id6,id8,1
id7,id8,1
id9,id8,1
id54,id8,1
id184,id10,1
id190,id10,1
id99,id13,1
id109,id13,1
id59,id16,1
id2,id18,1
id32,id18,1
id34,id18,1
id35,id18,1
id55,id18,1
id117,id18,1
id132,id18,1
id140,id18,1
id152,id18,1
id2,id19,1
id34,id19,1
id35,id19,1
id55,id19,1
id152,id19,1
id21,id20,1
id62,id20,1
id20,id21,1
id62,id21,1
id24,id23,1
id25,id23,1
id189,id23,1
id25,id24,1
id189,id24,1
id3,id26,1
id4,id26,1
id5,id26,1
id22,id26,1
id56,id26,1
id63,id26,1
id73,id26,1
id88,id26,1
id97,id26,1
id98,id26,1
id130,id26,1
id137,id26,1
id149,id26,1
id158,id26,1
id182,id26,1
id195,id26,1
id199,id26,1
id4,id27,1
id97,id27,1
id193,id27,1
id195,id27,1
id131,id29,1
id46,id30,1
id66,id32,1
id132,id32,1
id131,id33,1
id55,id34,1
id55,id35,1
id37,id36,1
id191,id36,1
id4,id38,1
id68,id38,1
id71,id38,1
id86,id38,1
id87,id38,1
id134,id38,1
id186,id38,1
id188,id38,1
id36,id39,1
id37,id39,1
id46,id40,1
id46,id41,1
id194,id41,1
id96,id44,1
id4,id47,1
id6,id47,1
id10,id47,1
id11,id47,1
id14,id47,1
id17,id47,1
id23,id47,1
id32,id47,1
id35,id47,1
id36,id47,1
id37,id47,1
id38,id47,1
id39,id47,1
id40,id47,1
id42,id47,1
id44,id47,1
id45,id47,1
id46,id47,1
id48,id47,1
id49,id47,1
id50,id47,1
id54,id47,1
id57,id47,1
id58,id47,1
id62,id47,1
id71,id47,1
id73,id47,1
id82,id47,1
id83,id47,1
id87,id47,1
id93,id47,1
id94,id47,1
id95,id47,1
id96,id47,1
id100,id47,1
id102,id47,1
id103,id47,1
id106,id47,1
id114,id47,1
id115,id47,1
id131,id47,1
id133,id47,1
id136,id47,1
id143,id47,1
id146,id47,1
id147,id47,1
id150,id47,1
id151,id47,1
id161,id47,1
id169,id47,1
id170,id47,1
id178,id47,1
id179,id47,1
id186,id47,1
id189,id47,1
id191,id47,1
id193,id47,1
id201,id47,1
id207,id47,1
id49,id48,1
id103,id48,1
id115,id48,1
id131,id48,1
id133,id48,1
id150,id48,1
id169,id48,1
id32,id52,1
id35,id52,1
id66,id52,1
id132,id52,1
id70,id53,1
id71,id53,1
id9,id54,1
id9,id57,1
id112,id64,1
id73,id65,1
id97,id65,1
id195,id65,1
id3,id74,1
id7,id74,1
id8,id74,1
id77,id76,1
id78,id76,1
id89,id76,1
id135,id76,1
id78,id77,1
id89,id78,1
id135,id78,1
id80,id81,1
id201,id82,1
id166,id84,1
id167,id84,1
id2,id85,1
id99,id85,1
id109,id85,1
id123,id85,1
id198,id85,1
id134,id86,1
id147,id87,1
id79,id90,1
id92,id91,1
id116,id91,1
id142,id91,1
id142,id94,1
id44,id96,1
id73,id97,1
id193,id97,1
id195,id97,1
id22,id98,1
id197,id98,1
id13,id99,1
id36,id99,1
id85,id99,1
id109,id99,1
id139,id99,1
id24,id100,1
id133,id102,1
id144,id102,1
id126,id105,1
id185,id105,1
id112,id108,1
id99,id109,1
id50,id110,1
id58,id110,1
id109,id110,1
id10,id111,1
id184,id111,1
id190,id111,1
id151,id113,1
id44,id114,1
id96,id114,1
id109,id114,1
id191,id114,1
id143,id115,1
id150,id115,1
id169,id115,1
id2,id118,1
id5,id119,1
id130,id119,1
id137,id119,1
id149,id119,1
id158,id119,1
id182,id119,1
id199,id119,1
id200,id119,1
id30,id121,1
id52,id121,1
id165,id121,1
id185,id126,1
id3,id127,1
id4,id127,1
id5,id127,1
id9,id127,1
id13,id127,1
id21,id127,1
id24,id127,1
id25,id127,1
id26,id127,1
id28,id127,1
id31,id127,1
id36,id127,1
id37,id127,1
id44,id127,1
id45,id127,1
id56,id127,1
id63,id127,1
id74,id127,1
id75,id127,1
id76,id127,1
id77,id127,1
id78,id127,1
id81,id127,1
id84,id127,1
id88,id127,1
id89,id127,1
id91,id127,1
id92,id127,1
id94,id127,1
id96,id127,1
id97,id127,1
id98,id127,1
id100,id127,1
id103,id127,1
id105,id127,1
id106,id127,1
id113,id127,1
id114,id127,1
id116,id127,1
id119,id127,1
id128,id127,1
id130,id127,1
id135,id127,1
id137,id127,1
id142,id127,1
id145,id127,1
id148,id127,1
id149,id127,1
id150,id127,1
id156,id127,1
id161,id127,1
id166,id127,1
id167,id127,1
id170,id127,1
id172,id127,1
id173,id127,1
id175,id127,1
id178,id127,1
id179,id127,1
id180,id127,1
id182,id127,1
id185,id127,1
id186,id127,1
id189,id127,1
id191,id127,1
id194,id127,1
id195,id127,1
id197,id127,1
id199,id127,1
id200,id127,1
id201,id127,1
id207,id127,1
id4,id128,1
id5,id128,1
id25,id128,1
id26,id128,1
id56,id128,1
id63,id128,1
id77,id128,1
id78,id128,1
id88,id128,1
id89,id128,1
id97,id128,1
id98,id128,1
id106,id128,1
id119,id128,1
id181,id128,1
id182,id128,1
id189,id128,1
id195,id128,1
id197,id128,1
id199,id128,1
id200,id128,1
id3,id130,1
id5,id130,1
id22,id130,1
id25,id130,1
id56,id130,1
id63,id130,1
id73,id130,1
id98,id130,1
id137,id130,1
id158,id130,1
id182,id130,1
id195,id130,1
id199,id130,1
id200,id130,1
id4,id137,1
id200,id137,1
id34,id140,1
id152,id140,1
id117,id145,1
id182,id149,1
id96,id150,1
id147,id153,1
id2,id154,1
id18,id154,1
id19,id154,1
id32,id154,1
id33,id154,1
id34,id154,1
id35,id154,1
id55,id154,1
id117,id154,1
id132,id154,1
id140,id154,1
id146,id154,1
id152,id154,1
id6,id155,1
id13,id155,1
id14,id155,1
id24,id155,1
id29,id155,1
id31,id155,1
id32,id155,1
id33,id155,1
id35,id155,1
id36,id155,1
id37,id155,1
id38,id155,1
id40,id155,1
id41,id155,1
id42,id155,1
id44,id155,1
id45,id155,1
id46,id155,1
id47,id155,1
id48,id155,1
id49,id155,1
id50,id155,1
id51,id155,1
id58,id155,1
id64,id155,1
id70,id155,1
id71,id155,1
id73,id155,1
id82,id155,1
id83,id155,1
id87,id155,1
id93,id155,1
id94,id155,1
id96,id155,1
id100,id155,1
id102,id155,1
id103,id155,1
id106,id155,1
id114,id155,1
id115,id155,1
id131,id155,1
id133,id155,1
id136,id155,1
id140,id155,1
id143,id155,1
id146,id155,1
id147,id155,1
id150,id155,1
id151,id155,1
id161,id155,1
id169,id155,1
id170,id155,1
id186,id155,1
id189,id155,1
id191,id155,1
id193,id155,1
id201,id155,1
id207,id155,1
id3,id158,1
id4,id158,1
id5,id158,1
id12,id158,1
id22,id158,1
id25,id158,1
id27,id158,1
id73,id158,1
id80,id158,1
id82,id158,1
id98,id158,1
id130,id158,1
id137,id158,1
id195,id158,1
id199,id158,1
id200,id158,1
id9,id159,1
id17,id159,1
id108,id160,1
id42,id161,1
id101,id161,1
id129,id161,1
id134,id161,1
id162,id161,1
id164,id161,1
id101,id162,1
id164,id162,1
id42,id164,1
id101,id164,1
id129,id164,1
id38,id165,1
id52,id165,1
id69,id165,1
id111,id165,1
id159,id165,1
id188,id165,1
id84,id166,1
id167,id166,1
id4,id168,1
id5,id168,1
id6,id168,1
id22,id168,1
id25,id168,1
id26,id168,1
id73,id168,1
id89,id168,1
id97,id168,1
id98,id168,1
id119,id168,1
id130,id168,1
id137,id168,1
id149,id168,1
